time,Open,High,Low,Close,Volume
2021-11-04T17:09:00Z,61505.83034,61557.78,61444.8,61507.3575,1.19345803
2021-11-04T17:10:00Z,61506.59392,61506.59392,61303.53,61388.8525,4.4896499
2021-11-04T17:11:00Z,61447.72321,61476.88,61396.28,61448.9825,1.22319043
2021-11-04T17:12:00Z,61448.35285,61481.78,61433.6,61457.69,0.03719
2021-11-04T17:13:00Z,61453.02143,61490.69,61453.02143,61488.605,0.04435977
2021-11-04T17:14:00Z,61470.81321,61472.73,61351.34,61416.74,5.22854364
2021-11-04T17:15:00Z,61443.77661,61443.77661,61353.95,61375.7575,0.6113
2021-11-04T17:16:00Z,61409.76705,61428.07,61403.9,61415.985,0.24616252
2021-11-04T17:17:00Z,61412.87603,61512.57,61410.76,61470.2375,0.27148095
2021-11-04T17:18:00Z,61441.55676,61521.45,61441.55676,61503.2075,0.67187609
2021-11-04T17:19:00Z,61472.38213,61519.73,61472.38213,61489.585,1.00618
2021-11-04T17:20:00Z,61480.98357,61533.19,61480.98357,61515.1125,0.50117841
2021-11-04T17:21:00Z,61498.04803,61512.53,61435.24,61477.78,2.89660663
2021-11-04T17:22:00Z,61487.91402,61487.91402,61422.63,61442.4175,0.08217403
2021-11-04T17:23:00Z,61465.16576,61502.19,61429.83,61455.39,0.00557641
2021-11-04T17:24:00Z,61460.27788,61484.6,61422.95,61460.7225,0.00947311
2021-11-04T17:25:00Z,61460.50019,61505.88,61460.50019,61491.0375,0.03443696
2021-11-04T17:26:00Z,61475.76884,61491.7,61460.43,61481.1825,0.12738895
2021-11-04T17:27:00Z,61478.47567,61499.22,61469.35,61484.285,0.01876853
2021-11-04T17:28:00Z,61481.38034,61505.38,61481.38034,61497.025,0.04126
2021-11-04T17:29:00Z,61489.20267,61503.43,61480.16,61491.795,0.63144005
2021-11-04T17:30:00Z,61490.49883,61495.16,61440.65,61477.25,0.59752173
2021-11-04T17:31:00Z,61483.87442,61501.33,61358.51,61447.42,1.01878258
2021-11-04T17:32:00Z,61465.64721,61615.4,61465.64721,61558.8825,1.02175984
2021-11-04T17:33:00Z,61512.26485,61614.44,61512.26485,61610.2525,0.01069
2021-11-04T17:34:00Z,61561.25868,61627.09,61561.25868,61622.225,0.16302447
2021-11-04T17:35:00Z,61591.74184,61623.03,61591.74184,61623.03,0.00139
2021-11-04T17:36:00Z,61607.38592,61644.61,61607.38592,61626.96,0.31639434
2021-11-04T17:37:00Z,61617.17296,61642.41,61617.17296,61640.36,0.02688147
2021-11-04T17:38:00Z,61628.76648,61645.11,61618.72,61635.5975,0.15519047
2021-11-04T17:39:00Z,61632.18199,61659.79,61632.18199,61643.27,0.69207207
2021-11-04T17:40:00Z,61637.72599,61659.1,61633.51,61646.98,1.44367508
2021-11-04T17:41:00Z,61642.353,61656.53,61577.5,61627.61,3.28355924
2021-11-04T17:42:00Z,61634.9815,61634.9815,61589.25,61604.8525,0.08949322
2021-11-04T17:43:00Z,61619.917,61627.28,61609.35,61622.7675,0.30749
2021-11-04T17:44:00Z,61621.34225,61641.42,61595.04,61623.675,1.99940459
2021-11-04T17:45:00Z,61622.50862,61652.15,61622.50862,61637.6375,0.00681
2021-11-04T17:46:00Z,61630.07306,61641.39,61610.76,61629.175,0.08811893
2021-11-04T17:47:00Z,61629.62403,61654.47,61588.96,61624.975,0.21014476
2021-11-04T17:48:00Z,61627.29952,61689.72,61627.29952,61672.095,0.02295857
2021-11-04T17:49:00Z,61649.69726,61725.3,61649.69726,61694.715,0.18494995
2021-11-04T17:50:00Z,61672.20613,61681.19,61623.68,61663.1475,0.04816104
2021-11-04T17:51:00Z,61667.67681,61713.83,61667.67681,61695.8475,0.01636142
2021-11-04T17:52:00Z,61681.76216,61681.76216,61614.84,61640.145,0.295058
2021-11-04T17:53:00Z,61660.95358,61660.95358,61602.06,61630.715,0.380162
2021-11-04T17:54:00Z,61645.83429,61645.83429,61576.96,61610.6725,0.93891839
2021-11-04T17:55:00Z,61628.25339,61669.62,61599.86,61630.0375,0.132739
2021-11-04T17:56:00Z,61629.14545,61654.01,61600.36,61624.745,1.2489852
2021-11-04T17:57:00Z,61626.94522,61680.28,61626.94522,61662.095,0.15021082
2021-11-04T17:58:00Z,61644.52011,61693,61635.99,61666.6875,0.06144546
2021-11-04T17:59:00Z,61655.60381,61693.18,61647.57,61673.01,0.00665
2021-11-04T18:00:00Z,61664.3069,61715.4,61661.42,61683.8325,0.09104408
2021-11-04T18:01:00Z,61674.0697,61674.0697,61620.33,61632.395,0.393
2021-11-04T18:02:00Z,61653.23235,61677.36,61619.82,61641.555,1.16333918
2021-11-04T18:03:00Z,61647.39368,61647.39368,61565.5,61593.0075,0.39576
2021-11-04T18:04:00Z,61620.20059,61620.20059,61567.36,61580.85,0.32693324
2021-11-04T18:05:00Z,61600.52529,61615.43,61565.5,61595.0275,0.31344424
2021-11-04T18:06:00Z,61597.7764,61625.58,61578.23,61605.32,0.297478
2021-11-04T18:07:00Z,61601.5482,61676.33,61601.5482,61645.68,0.82555967
2021-11-04T18:08:00Z,61623.6141,61676.68,61623.6141,61676.68,0.00056
2021-11-04T18:09:00Z,61650.14705,61708.02,61650.14705,61685.66,2.57109752
2021-11-04T18:10:00Z,61667.90352,61732.88,61667.90352,61724.03,0.06747819
