time,Open,High,Low,Close,Volume
2021-11-03T21:45:00Z,4618.8573,4619.75,4618,4618.9375,4406
2021-11-03T21:50:00Z,4618.8974,4619,4617,4618.125,4862
2021-11-03T21:55:00Z,4618.5112,4618.75,4617.5,4618.0625,4614
2021-11-03T22:00:00Z,4618.28685,4619,4617.75,4618.5625,5196
2021-11-03T22:05:00Z,4618.424675,4619.5,4618.25,4618.9375,5473
2021-11-03T22:10:00Z,4618.681088,4620,4618.25,4619,5013
2021-11-03T22:15:00Z,4618.840544,4618.840544,4617.75,4618.25,3774
2021-11-03T22:20:00Z,4618.545272,4618.545272,4616.75,4617.4375,3088
2021-11-03T22:25:00Z,4617.991386,4618,4616.75,4617.5,4273
2021-11-03T22:30:00Z,4617.745693,4618,4616.25,4617.0625,4591
2021-11-03T22:35:00Z,4617.404096,4617.404096,4616,4616.5,4250
2021-11-03T22:40:00Z,4616.952048,4617.5,4616,4616.875,3540
2021-11-03T22:45:00Z,4616.913524,4617.5,4615.25,4616.625,4440
2021-11-03T22:50:00Z,4616.769262,4617.5,4616.25,4616.75,2700
2021-11-03T22:55:00Z,4616.759631,4617.75,4616.75,4617.25,2728
2021-11-03T23:00:00Z,4617.004816,4618.75,4617.004816,4618.125,4088
2021-11-03T23:05:00Z,4617.564908,4618.75,4617.5,4618.375,2816
2021-11-03T23:10:00Z,4617.969954,4619,4617.969954,4618.375,3214
2021-11-03T23:15:00Z,4618.172477,4618.5,4614.25,4616.8125,6662
2021-11-03T23:20:00Z,4617.492488,4617.492488,4615.25,4616,2874
2021-11-03T23:25:00Z,4616.746244,4617.5,4615.25,4616.25,2602
2021-11-03T23:30:00Z,4616.498122,4632.5,4613.25,4623.0625,51395
2021-11-03T23:35:00Z,4619.780311,4632.25,4619.780311,4628.5,24971
2021-11-03T23:40:00Z,4624.140156,4627.5,4621.5,4624.9375,17372
2021-11-03T23:45:00Z,4624.538828,4628.25,4621.5,4625.1875,13618
2021-11-03T23:50:00Z,4624.863164,4630.75,4624.863164,4628.8125,11753
2021-11-03T23:55:00Z,4626.837832,4631,4626.837832,4629.25,10854
2021-11-04T00:00:00Z,4628.043916,4630.5,4625.25,4628.3125,14802
2021-11-04T00:05:00Z,4628.178208,4631.5,4627,4629.375,15604
2021-11-04T00:10:00Z,4628.776604,4635,4628.5,4631.9375,18087
2021-11-04T00:15:00Z,4630.357052,4643,4630.357052,4638.5,27699
2021-11-04T00:20:00Z,4634.428526,4646.75,4634.428526,4643.625,27594
2021-11-04T00:25:00Z,4639.026763,4647.25,4639.026763,4644.8125,16948
2021-11-04T00:30:00Z,4641.919631,4646.75,4641.919631,4644.625,18753
2021-11-04T00:35:00Z,4643.272316,4648.5,4643.272316,4646.4375,12736
2021-11-04T00:40:00Z,4644.854908,4649.25,4644.854908,4647.5625,20025
2021-11-04T00:45:00Z,4646.208704,4648.75,4645.5,4646.875,11620
2021-11-04T00:50:00Z,4646.541852,4647.5,4644.25,4646.25,10580
2021-11-04T00:55:00Z,4646.395926,4647.75,4644.75,4646.75,11664
2021-11-04T01:00:00Z,4646.572963,4649.5,4646,4647.6875,15982
2021-11-04T01:05:00Z,4647.130231,4648.25,4646.25,4647.625,10469
2021-11-04T01:10:00Z,4647.377616,4652.25,4647.377616,4649.875,15762
2021-11-04T01:15:00Z,4648.626308,4656,4648.626308,4653.8125,16880
2021-11-04T01:20:00Z,4651.219404,4657,4650.75,4654.25,35343
2021-11-04T01:25:00Z,4652.734702,4655.25,4651,4652.875,60503
2021-11-04T01:30:00Z,4652.804851,4652.804851,4649.25,4651.1875,35271
2021-11-04T01:35:00Z,4651.996175,4652.25,4650.25,4650.9375,6727
2021-11-04T01:40:00Z,4651.466838,4652,4650,4651.0625,6114
2021-11-04T01:45:00Z,4651.264669,4651.75,4650.5,4651.125,1465
2021-11-04T01:50:00Z,4651.194834,4651.75,4650.5,4651.125,944
2021-11-04T01:55:00Z,4651.159917,4651.75,4650.75,4651.3125,1041
2021-11-04T02:00:00Z,4651.236209,4651.25,4650.25,4650.6875,1014
2021-11-04T02:05:00Z,4650.961854,4650.961854,4650,4650.3125,876
2021-11-04T02:10:00Z,4650.637177,4651,4650,4650.4375,669
2021-11-04T02:15:00Z,4650.537339,4650.75,4650,4650.5,921
2021-11-04T02:20:00Z,4650.518669,4652,4650.5,4651.3125,803
2021-11-04T02:25:00Z,4650.915585,4652,4650.915585,4651.6875,1124
2021-11-04T03:30:00Z,4651.301542,4653.75,4651.25,4652.4375,903
2021-11-04T03:35:00Z,4651.869521,4654.25,4651.869521,4653.6875,533
2021-11-04T03:40:00Z,4652.778511,4655,4652.778511,4654.4375,487
2021-11-04T03:45:00Z,4653.608005,4656,4653.608005,4655.1875,829
2021-11-04T03:50:00Z,4654.397753,4655.5,4654.397753,4654.9375,262
2021-11-04T03:55:00Z,4654.667626,4655,4654.25,4654.5625,403
2021-11-04T04:00:00Z,4654.615063,4655.5,4654.5,4654.875,257
2021-11-04T04:05:00Z,4654.745032,4655,4654,4654.5,230
2021-11-04T04:10:00Z,4654.622516,4655,4654,4654.5625,178
2021-11-04T04:15:00Z,4654.592508,4656.5,4654.592508,4655.6875,351
2021-11-04T04:20:00Z,4655.140004,4656.25,4655.140004,4655.875,239
2021-11-04T04:25:00Z,4655.507502,4656.25,4655.5,4655.875,302
2021-11-04T04:30:00Z,4655.691251,4657.75,4655.5,4656.375,1005
2021-11-04T04:35:00Z,4656.033125,4660.5,4656.033125,4658.375,1216
